3791	10.3	96
1908	10.4	56
4321	10.5	97
1490	10.6	66
3267	10.7	51
2081	10.8	44
5072	10.9	55
3577	100	1046
3643	100,000	206
1761	1000	42
5287	101	47
33	101-1/2	37
2976	101-3/8	24
2967	102	32
1879	103	49
3137	104	48
5772	105	39
4844	106	32
2499	108	53
830	109	39
4380	11	1304
2165	11.0	28
3581	11.1	52
1796	11.2	56
5534	11.3	50
2455	11.4	63
4184	11.5	72
2759	11.6	52
4530	11.7	51
5711	11.8	28
5007	11.9	48
3912	110	89
4415	110,000	26
2709	1100	21
5493	111	31
4058	112	21
1355	113	26
2654	114	20
3895	115	38
2132	118	24
293	12	1499
1563	12,000	36
5259	12-1/2	32
4577	12-month	22
2444	12-year	24
5227	12.0	45
145	12.1	50
734	12.2	47
1289	12.3	35
3860	12.4	35
364	12.5	102
5076	12.6	47
4552	12.7	34
624	12.8	47
3888	12.9	29
4109	120	124
5047	120,000	31
1184	1200	23
4583	121	20
4691	123	20
3602	125	107
2935	125,000	34
5725	126	25
5653	129	33
1193	13	1663
837	13,000	27
4845	13-week	22
3438	13.0	29
2089	13.1	43
137	13.2	45
5116	13.3	47
3816	13.4	26
5333	13.5	51
1270	13.6	55
1432	13.7	23
5208	13.8	41
1416	13.9	40
863	13/16	20
657	130	92
151	130,000	27
3478	134	31
4618	135	50
1266	137	28
3449	138	21
3477	14	655
548	14,000	20
2185	14-1/2	20
2150	14.0	23
4205	14.1	40
4103	14.2	25
295	14.3	28
4709	14.4	38
5417	14.5	50
3453	14.6	34
2004	14.7	33
4504	14.8	43
2604	14.9	42
5439	140	95
4243	140,000	25
5306	144	23
5431	145	95
2822	146	27
4783	147	35
5576	148	28
5022	149	26
498	15	1503
2522	15,000	57
2035	15-year	26
1116	15.0	38
5234	15.1	28
5877	15.2	48
4911	15.3	31
5698	15.4	38
5393	15.5	47
2467	15.6	45
1629	15.7	34
3848	15.8	69
2630	15.9	35
1320	150	343
4426	150,000	71
4201	1500	23
3784	152	26
918	154	22
2048	155	28
5880	16	1189
1213	16,000	21
4549	16.0	24
856	16.1	40
1035	16.2	28
2474	16.3	37
3828	16.4	27
5905	16.5	39
432	16.6	41
5091	16.7	41
5389	16.8	34
47	16.9	29
670	160	73
1562	160,000	23
1521	165	32
1578	168	25
5938	169	24
4061	17	1324
1347	17.0	22
2778	17.1	30
4980	17.2	25
1559	17.3	29
2726	17.4	24
4708	17.5	60
3206	17.50	32
2438	17.6	41
1748	17.7	30
4360	17.8	39
5300	170	59
4123	171	24
1127	175	43
1258	18	1640
1892	18.0	22
4729	18.1	23
1455	18.2	35
2983	18.3	21
3117	18.4	28
1382	18.5	49
4393	18.6	23
483	18.7	29
1702	18.8	23
301	18.9	25
3875	180	62
1911	180,000	20
3102	185	20
4076	19	1966
1928	19.00	22
4554	19.1	25
250	19.2	24
3485	19.4	31
375	19.5	35
422	19.6	24
3235	19.7	34
1138	19.8	25
4463	19.9	35
5800	190	44
2913	195	20
2712	1970	22
2525	1970s	40
1947	1971	20
3370	1972	25
1209	1974	37
4521	1975	27
3199	1976	30
1217	1977	30
4157	1978	62
4866	1979	63
1651	1980	143
169	1980s	30
818	1981	106
4191	1982	148
1420	1983	179
5729	1984	311
376	1984/85	21
3034	1985	1316
3263	1985/86	151
3999	1986/87	292
826	1987/88	179
3472	1988	733
5094	1989	248
5459	1990	307
3023	1990s	41
4831	1991	122
3107	1992	291
5909	1993	57
5870	1994	87
5521	1995	57
2358	1996	39
5469	1997	153
2405	1998	26
3563	1999	60
4590	1st	585
412	2,000	84
5579	2,500	32
5079	2,500,000	26
5461	2,800	21
4544	2-1/2	53
3161	2-1/4	31
3881	2-for-1	24
5890	2.0	82
4079	2.00	27
3783	2.1	119
805	2.15	39
5066	2.2	187
58	2.20	35
896	2.25	47
5973	2.3	143
5475	2.30	20
3841	2.35	22
3753	2.4	126
3076	2.45	21
3763	2.5	330
1905	2.50	63
442	2.55	23
739	2.6	108
1265	2.65	24
636	2.7	120
1367	2.75	35
319	2.8	116
3687	2.80	20
1876	2.9	107
3351	2.90	28
4277	20,000	74
5633	20-year	36
1126	20.0	26
4458	20.1	23
4183	20.2	24
550	20.3	30
5588	20.5	25
3044	20.6	23
1163	20.7	25
4655	20.8	27
5315	20.9	25
3201	200	426
1409	200,000	127
1914	2000	60
914	2002	76
50	2007	27
2403	2011	20
310	2012	75
2348	2016	25
2476	2017	41
2414	21	508
2760	21.1	28
2736	21.2	21
3953	21.3	21
3773	21.4	20
3409	21.5	26
1404	21.7	20
926	210	34
36	210,000	23
4684	215	23
2472	217	22
532	22	571
4789	22.3	21
4325	22.5	40
3927	22.6	27
3761	22.8	24
4376	220	34
3396	225	27
5854	225,000	26
1793	228	20
3755	23	924
4207	23.1	21
1399	23.2	23
784	23.5	28
4649	23.7	25
1701	23.8	20
5176	23.9	24
3386	230	31
4431	235	20
4177	24	1117
5535	24.2	21
1722	24.5	23
5910	24.8	27
1142	24.9	20
4477	240	52
260	240,000	20
233	25	1465
2282	25,000	54
1566	25.0	20
1177	25.4	21
4770	25.5	22
2750	25.6	29
5543	25.7	25
4816	250	203
5546	250,000	74
2208	26	1141
4140	26.2	24
2454	26.3	23
2856	26.5	20
4474	260	30
2762	260,000	20
4411	265	23
4737	27	965
5274	27.1	23
2714	27.3	21
3799	27.5	29
3969	27.6	24
4937	27.8	25
110	270	25
2757	275	27
1054	28	775
264	28.5	29
3056	28.6	21
3372	280	28
3230	285	24
2539	29	868
2964	29.1	27
5268	29.3	20
2211	29.4	20
1867	29.5	20
1548	29.9	22
4308	290	24
522	2nd	289
3728	2p	23
2928	3,000	71
4506	3,500	22
1597	3,500,000	20
5799	3-1/2	38
4511	3.0	70
5412	3.1	95
4180	3.2	119
1677	3.25	34
4940	3.3	91
5617	3.4	93
1039	3.5	192
4296	3.50	41
5253	3.6	124
5294	3.7	92
3104	3.75	26
1843	3.8	79
4486	3.80	32
1451	3.85	22
2682	3.9	73
1715	3/4	77
504	3/8	65
1724	30,000	95
4419	30-year	32
3894	300	394
5220	300,000	120
4039	31	2091
5403	31.7	23
2801	310	20
4271	32	225
2306	320	35
4572	33	234
367	33.5	25
5073	330	36
218	34	198
2142	34.5	20
4193	340	27
3032	340,000	23
2562	35	389
5209	35,000	40
1036	35.9	20
3114	350	106
4306	350,000	29
5978	355	20
1608	36	185
1445	360	29
435	360,000	20
5777	37	189
1407	37.5	25
4221	370	22
2860	375	22
1173	38	198
2210	38.5	27
3836	380	28
885	39	133
4971	390	27
4597	3p	21
3109	3rd	625
4091	4,000	56
5630	4-1/2	37
1802	4-3/4	21
2527	4.0	77
669	4.1	74
1950	4.2	112
3823	4.3	94
5583	4.4	86
2151	4.5	155
1459	4.50	31
4299	4.6	53
2814	4.7	61
5726	4.75	24
4752	4.8	73
5691	4.9	68
1582	40	647
5816	40,000	69
5972	400	240
3611	400,000	76
1754	41	141
3220	42	197
3393	420	27
1757	425	24
1392	43	132
2791	430	27
403	44	172
5622	45	290
5291	45,000	24
2169	450	83
3556	450,000	25
3754	46	153
4981	47	147
5781	475	20
3313	48	140
35	480	52
5021	49	164
2675	4th	762
3282	5,000	171
28	5-1/2	48
4958	5-1/4	20
3241	5-3/4	31
1815	5.0	54
5375	5.00	23
4433	5.1	81
2710	5.2	74
337	5.3	64
3610	5.4	50
479	5.5	115
4772	5.6	64
709	5.7	57
1149	5.8	49
3334	5.9	64
105	5/8	146
3932	50	1142
4578	50,000	126
1896	500	436
5846	500,000	189
2517	508	20
4371	51	230
3759	52	167
593	53	145
2362	54	126
2287	55	196
2183	55,000	23
2746	550	47
5430	550,000	21
5670	56	134
4408	57	143
2651	58	122
3615	59	65
1470	5p	38
3052	6,000	68
3326	6-1/2	38
3233	6-1/4	43
2753	6-1/8	31
3622	6-3/4	34
2918	6-3/8	21
2627	6.0	36
4592	6.1	50
2321	6.2	55
1717	6.25	27
1357	6.3	52
1061	6.4	42
778	6.5	97
3216	6.50	25
5040	6.6	53
4068	6.7	63
1022	6.8	48
5174	6.9	58
4401	60	502
3978	60,000	43
788	600	164
2805	600,000	75
4849	61	97
3059	62	72
6001	63	104
2258	64	134
1690	65	239
2672	65,000	23
5924	650	34
14	66	112
2794	67	100
3812	68	148
231	69	96
2156	7,000	41
5942	7-1/2	92
961	7-1/4	36
4135	7-3/4	75
755	7.0	42
1128	7.1	63
388	7.2	68
5906	7.25	25
5033	7.3	51
5018	7.4	56
5368	7.5	137
3952	7.50	27
603	7.6	64
5952	7.7	63
5143	7.75	30
1041	7.8	55
1504	7.9	41
3587	7/8	71
3371	70	336
5805	70,000	38
5565	700	142
4624	700,000	65
1794	71	72
5522	72	102
4366	73	107
2769	74	75
5203	75	347
5197	75,000	33
2404	750	63
2	750,000	40
175	76	85
4696	77	93
3964	78	72
1345	79	61
4459	8,000	37
723	8-1/2	46
3390	8-1/4	28
372	8-3/4	44
4926	8.0	43
3139	8.1	36
862	8.2	54
2695	8.3	53
1557	8.4	38
679	8.5	83
4550	8.50	26
3924	8.6	52
2360	8.7	35
3242	8.8	48
4647	8.9	43
685	80	395
275	80,000	32
683	800	145
4494	800,000	68
1384	81	66
2247	82	80
4141	83	90
30	84	69
3694	85	148
5582	850	26
4264	86	78
2960	87	93
59	88	68
3356	89	69
3824	9,000	40
5336	9-1/2	33
2334	9-1/4	31
786	9-13/16	31
1368	9-3/4	23
640	9-7/8	40
5813	9.0	27
2220	9.1	41
3188	9.2	26
5802	9.3	22
2868	9.4	56
4398	9.5	71
3929	9.6	53
2103	9.7	42
1186	9.8	55
2811	9.9	66
860	90	304
1871	90,000	29
399	900	97
6005	900,000	41
3252	91	59
1846	91-day	21
3365	92	88
2830	93	55
4946	94	68
3500	95	123
2921	950	20
843	96	77
1638	97	77
3594	98	65
4318	99	71
3301	a-1	48
3176	a-1-plus	21
4861	a-2	42
161	a-3	30
2756	a-minus	25
5037	a-plus	25
5863	a.	67
2492	a/s	36
5441	aa	49
4198	aa-3	20
1650	aa-minus	29
1336	aaa	43
2552	ab	91
4860	abandon	32
5313	abandoned	47
5152	abide	20
3239	ability	190
2245	able	344
1627	abolish	24
5887	abolished	24
1803	abolition	22
3756	abroad	158
5350	absence	50
5269	absolute	22
249	absolutely	27
1956	absorb	46
5210	abu	32
912	abuse	25
1834	accelerate	42
3284	accelerated	37
2629	accelerating	21
2069	accept	210
4867	acceptable	60
2276	acceptance	108
944	accepted	206
5553	accepting	32
1963	accepts	43
5104	access	196
2427	accident	38
2933	accompanied	38
11	accompanying	22
4950	accord	450
1641	accordance	32
3298	according	611
225	account	691
3926	accountant	21
3757	accounted	121
2389	accounting	213
4868	accrued	93
1271	accumulated	41
743	accurate	29
2292	accused	67
3609	achieve	127
1973	achieved	116
1111	achieving	27
1545	acid	41
2686	acknowledged	63
4252	acquire	587
477	acquired	559
5058	acquires	96
1936	acquiring	111
3520	acquisition	999
2478	acre	101
4843	acreage	64
2816	across	107
5884	act	345
4687	acted	49
4310	acting	92
1952	action	810
2946	active	222
2300	actively	70
5990	activity	470
299	actual	111
3580	actually	80
322	ad	28
1858	adb	27
4441	add	299
2281	added	1791
3455	adding	415
3561	addition	485
1154	additional	622
2732	address	95
1159	addressing	24
5539	adequacy	23
4040	adequate	88
1882	adequately	21
2479	adherence	21
279	adjourned	22
1012	adjust	39
309	adjusted	377
2065	adjusting	21
3869	adjustment	238
4610	administration	550
469	administrative	63
3809	administrator	36
5690	admitted	44
4064	adopt	73
5099	adopted	127
424	adopting	21
2235	adoption	40
3140	advance	209
86	advanced	189
2620	advantage	134
3649	adverse	60
2594	adversely	38
3818	advertisement	26
401	advertising	51
1675	advice	32
2973	advise	27
1174	advised	57
2229	adviser	133
3444	advisor	75
5621	advisory	123
998	aerospace	89
1291	affair	202
3514	affect	239
2271	affected	272
1493	affecting	88
4303	affiliate	183
183	affiliated	49
5495	affirmed	74
5192	affirms	27
1937	afford	34
5031	afg	36
5425	africa	101
4214	african	100
554	after-tax	70
1827	afternoon	187
5082	ag	302
3526	agency	750
22	agenda	61
5160	agent	116
5885	aggregate	69
535	aggressive	85
5275	aggressively	46
5216	ago	749
5675	agree	220
3698	agreed	1261
4355	agreeing	25
5689	agreement	2080
3359	agrees	84
1591	agricultural	288
1874	agriculture	675
4651	ahead	337
3862	aid	336
1418	aide	109
1543	aided	30
2255	ailing	37
3555	aim	174
5739	aimed	294
5404	aiming	32
5243	air	333
5232	airbus	42
5222	aircraft	193
599	aire	54
4634	airline	269
1481	airport	84
3718	airway	68
5204	akron	50
410	ala	62
1110	alabama	22
5213	alan	91
277	alaska	46
3285	albany	22
5853	albert	25
2284	alberta	153
5129	ald	25
5191	alex	36
2514	alexander	21
374	alfred	21
3749	algeria	51
4266	ali	31
533	allegation	47
2948	alleged	122
2363	allegedly	28
2634	alleges	32
4529	allegheny	39
2694	alleging	30
1204	allen	40
2034	alleviate	24
3327	alliance	77
4384	allied	56
3006	allied-signal	25
397	allocated	47
2619	allocation	66
5506	allow	434
3497	allowance	50
2018	allowed	253
3805	allowing	138
604	allows	122
2315	ally	54
3565	almost	328
4055	alone	108
5503	along	242
4676	already	771
433	alter	35
1194	alternative	213
2379	although	577
74	alto	31
3699	aluminium	69
962	aluminum	52
1626	always	93
2037	ambassador	56
3516	amc	37
1338	amended	47
1422	amendment	107
3185	america	333
3792	american	1117
78	amex	46
2190	amid	73
4368	amo	44
208	amoco	34
5132	among	528
807	amount	930
5142	amounted	66
2126	amounting	28
4283	ample	27
1572	amr	21
2426	amsterdam	83
3483	amstutz	23
2765	anaheim	20
2001	analysis	61
5432	analyst	817
1105	and/or	22
5480	andrew	24
867	andriessen	21
1771	angeles	258
3764	anger	32
4788	angered	23
1211	animal	52
1671	ankara	31
5395	announce	124
4284	announced	1117
5965	announcement	308
721	announces	64
2140	announcing	62
3535	annual	1010
5746	annualised	21
4208	annualized	24
227	annually	137
2045	annum	34
3616	another	802
2437	answer	77
1723	anthony	28
4063	antibody	22
5683	anticipate	31
5330	anticipated	137
1096	anticipates	47
321	anticipation	27
2369	antitrust	36
5532	antonio	55
4106	anxious	25
2727	anyone	43
1514	anything	129
897	anywhere	25
1703	apart	48
1279	api	32
3189	apparel	28
4466	apparent	79
4817	apparently	84
2786	appeal	133
2656	appealed	34
1467	appear	101
2187	appeared	135
4685	appears	139
1139	apple	27
2528	appliance	41
468	application	286
3058	applied	125
1647	applies	39
3568	apply	126
2075	applying	24
5618	appointed	114
3793	appointment	37
3204	appreciation	88
5615	approach	132
616	approached	44
1107	approaching	22
4639	appropriate	126
1091	appropriation	55
2015	approval	738
2205	approve	187
1505	approved	717
4165	approves	98
5646	approximately	151
4809	aquino	38
4941	arab	55
5634	arabia	26
4369	arbitrage	45
4586	arbitration	26
97	arc	21
1161	architect	26
5157	area	709
2397	argentina	118
2064	argentine	79
4077	argue	37
2961	argued	60
2541	arguing	30
5985	argument	52
572	arising	37
3138	ariz	75
2696	arizona	40
1988	ark	37
948	arm	180
5567	armed	35
1369	army	79
4225	arose	20
4090	around	956
3142	arrange	66
1632	arranged	78
23	arrangement	173
1033	arranger	50
1376	arranging	36
2713	arrears	27
5791	arrest	22
1171	arrested	33
775	arrival	28
4903	arrive	31
2615	arrived	38
8	arthur	28
5380	article	59
5974	artificial	23
516	asia	132
191	asian	113
3838	aside	71
5946	ask	142
1295	asked	697
4922	asking	84
3431	asks	43
4920	aspect	52
5050	ass	54
2410	assembly	92
1758	assessment	44
530	asset	954
4386	assigned	55
2473	assist	55
1353	assistance	192
2803	assistant	97
4200	associate	188
986	associated	139
1585	association	655
2391	assume	76
1396	assumed	60
3261	assumes	24
2418	assuming	57
3688	assumption	73
158	assurance	84
4520	assure	29
5226	assured	31
2020	athens	24
2659	atlanta	138
5379	atlantic	99
808	atmosphere	21
2572	att	49
542	attached	45
3145	attack	181
3354	attacked	62
1676	attempt	315
245	attempted	39
3186	attempting	42
2326	attend	72
3149	attended	41
1333	attending	41
3752	attention	96
5250	attitude	70
2249	attorney	70
3750	attract	62
861	attracted	43
5045	attracting	21
3711	attractive	101
2731	attributable	51
2827	attributed	105
654	auction	122
4515	audit	33
587	auditor	48
3530	austerity	47
2028	austin	36
1247	australia	250
3331	australian	275
945	austria	30
3416	authorised	38
439	authority	387
312	authorization	44
4973	authorized	218
3905	auto	101
3512	automaker	66
2297	automated	38
5237	automatic	47
4475	automatically	30
1292	automation	29
4877	automobile	59
144	automotive	72
1622	autumn	68
234	availability	47
4145	available	852
5882	average	748
113	averaged	89
421	averaging	44
2340	avert	27
1383	avg	684
3063	aviation	79
2592	avoid	177
1811	avoiding	22
3387	awaiting	53
3766	award	88
132	awarded	190
4110	aware	62
2440	away	186
2145	axp	41
5479	b-1	32
3442	b-2	33
5569	b-3	21
5654	b-minus	36
5382	b-plus	27
5796	b.	39
2991	b.c.	21
4050	ba	56
6002	baa-1	21
4714	baa-2	28
4098	baa-3	22
765	bac	26
5144	bache	28
619	back	656
4899	backed	118
3550	background	22
5533	backing	57
3466	backlog	78
562	bad	124
4161	badly	48
5921	bag	77
2557	baghdad	43
3668	bahrain	76
3441	baker	322
4107	balance	537
5821	balanced	68
467	baldrige	47
2115	bale	22
942	ball	31
880	balladur	51
1891	bally	20
3071	baltimore	34
1844	ban	95
4092	banca	23
5704	banco	33
2510	bancorp	152
5307	bancshares	40
1571	band	68
4013	bang	21
3628	bangkok	58
4461	bangladesh	43
1533	bankamerica	44
4497	banker	481
1925	banking	666
795	bankrupt	20
1887	bankruptcy	158
3957	banned	21
350	banque	78
236	bar	49
444	barbara	25
302	barber	29
3175	barclays	47
3026	barely	21
697	bargain	21
6	bargaining	34
4619	barge	31
3010	barley	86
715	barney	63
1522	barred	28
879	barrel	405
4643	barrier	99
4736	barring	31
2598	barter	20
5062	base	413
3801	based	791
5967	basic	179
568	basically	42
1195	basin	45
4883	basis	768
5158	basket	31
1196	basle	20
3971	basra	29
4192	bass	23
4725	battle	95
1969	bay	53
2690	bb-minus	20
5613	bbb	29
1030	bbb-plus	24
5686	bbl	28
3701	beach	97
1728	bean	41
4158	bear	112
4882	bearing	44
297	bearish	39
2498	became	111
4968	become	425
4995	becomes	69
2579	becoming	81
564	beef	87
5771	beet	28
3329	began	414
5944	begin	508
868	beginning	294
4125	begun	109
1589	behalf	82
1789	behind	157
1350	beirut	20
809	belgian	100
387	belgium	100
2350	belgrade	42
924	belief	270
112	believe	330
3760	believed	239
1482	bell	113
4952	belt	26
4991	benchmark	50
1176	beneficial	55
1939	benefit	370
561	benson	26
5127	berne	23
733	besides	35
2554	best	243
4407	better	376
5731	beverage	27
1043	beverly	45
1774	beyond	119
3467	bid	703
3401	bidder	51
4555	bidding	64
1100	big	235
5652	bigger	41
2720	biggest	201
3947	bilateral	109
3256	bill	650
908	billing	20
10	binding	33
2995	biotechnology	35
1664	birmingham	32
5970	bit	67
4261	bitter	21
916	black	85
1828	blame	33
2940	blamed	67
4865	blast	25
3192	bloc	40
2664	block	158
4462	blocked	43
1352	blocking	26
1762	blood	58
927	blow	38
5467	blue	39
369	board	1550
1450	boat	26
3808	bob	45
177	boca	40
4966	body	145
1394	boeing	79
1199	boesky	22
3158	bogota	30
5167	boise	20
1275	bolivia	21
500	bolster	30
5713	bond	1055
4218	bonn	126
3492	bonus	129
2768	book	158
5386	booked	28
2885	boom	38
1085	boost	367
3426	boosted	100
5282	boosting	60
2197	bor	20
2500	border	62
1907	borg-warner	27
3323	borrow	57
2938	borrowed	27
4697	borrower	134
1437	borrowing	291
5560	boston	333
4111	bottom	57
4819	bottomed	20
2082	bought	547
4622	bound	40
1775	bourse	87
1148	box	23
5107	boycott	33
5511	bp	64
978	bp.l	21
5085	bpd	129
4278	brace	30
2772	bracket	27
4009	branch	178
3349	brand	91
5440	brasil	28
1958	brasilia	48
5642	brazil	421
3465	brazilian	239
224	breach	41
3118	breached	25
3035	break	126
4879	breakdown	48
4427	breaking	37
2512	breakthrough	26
842	brent	21
4482	brewery	21
2099	brian	43
5387	bridge	58
4633	brief	80
1654	briefing	55
5694	briefly	23
547	bright	20
3075	bring	277
4556	bringing	118
3954	brings	95
3504	brisbane	22
1998	britain	382
4885	british	590
5450	broad	109
3810	broadcast	52
352	broadcasting	77
441	broaden	27
4657	broader	42
1413	broadly	62
5753	broke	80
2458	broken	57
3621	broker	271
3407	brokerage	151
3180	broking	21
4402	brook	54
5864	bros	24
2645	brother	314
4908	brought	202
1707	brown	105
1964	bruce	24
993	brunswick	26
628	brussels	224
2323	bt	32
4700	budget	630
2036	budgetary	43
1646	budgeted	20
1491	buenos	54
5825	buenos aires	21
3856	buffer	83
4014	build	242
2566	building	261
2138	built	118
2293	bulk	105
1737	bull	43
1594	bullet	39
3496	bulletin	40
1251	bullion	37
1080	bullish	66
1691	bundesbank	167
5199	buoyant	33
4464	burden	101
565	bureau	121
480	burlington	38
4365	burn	28
3212	burnham	121
5720	bus	40
5577	bush	21
1472	bushel	105
2945	business	1494
5003	businessman	32
4168	businessmen	82
702	butter	25
1831	buy	1433
4761	buyback	48
3693	buyer	258
1942	buying	461
2134	buyout	150
5939	bv	27
3080	byrd	21
1938	c.	83
4391	ca	100
2256	cabinet	117
829	cable	132
2347	caesar	25
2401	cairo	22
3676	caisse	33
729	calculated	76
5822	calculating	30
2359	calculation	36
4893	calendar	146
193	calgary	132
1076	calif	808
2857	california	186
782	call	651
3739	callable	41
2784	called	700
2815	calling	109
416	calm	42
4438	cambridge	49
3950	came	278
2417	camp	26
1965	campaign	111
3524	canada	743
4423	canadian	544
4112	canberra	24
1340	cancel	31
2402	cancellation	23
3509	cancelled	52
4152	cancer	32
5742	candidate	71
4934	cane	29
3930	cannot	253
2569	canton	23
4519	cap	38
2349	capability	69
3798	capable	44
3425	capacity	316
1430	capel	25
5592	capital	1387
1447	capitalisation	26
4646	capitol	21
2272	captured	20
3249	car	359
3321	caracas	60
4986	carbide	24
73	card	80
2556	care	119
5963	careful	35
2668	carefully	43
5200	cargill	39
4001	cargo	144
4644	caribbean	30
5855	carl	44
3864	carlos	30
2545	carmaker	23
3281	carried	116
2071	carrier	104
6003	carry	299
3700	carryforward	56
1183	carryforwards	50
3182	carrying	110
2926	carson	21
152	cartel	24
1224	carter	29
3115	case	390
2641	cash	1165
4536	casino	25
4850	caspar	36
3443	cast	22
3804	casualty	43
2962	category	63
5482	cathode	20
1434	cattle	107
2396	caught	27
119	cause	223
5717	caused	312
1773	causing	73
4046	caution	50
4557	cautioned	41
182	cautious	70
56	cautiously	25
5505	cawl.l	23
637	cbs	27
2891	cbt	71
3540	ccc	92
724	cci	47
3382	cd	64
855	cdt	20
3373	cease	29
1917	ceased	20
5770	ceiling	120
286	cellular	23
3666	cement	29
1609	cent	459
939	center	209
5308	central	924
4425	centre	107
544	centre-right	20
4774	centrist	26
1068	century	54
5515	cereal	91
1625	certain	551
4210	certainly	108
2067	certificate	251
4771	cftc	54
601	cgp	20
1486	chain	67
3578	chair	20
5917	chairman	1361
2237	challenge	75
4654	challenged	22
2172	challenging	26
133	chamber	58
877	chance	194
1223	chancellor	107
184	change	969
2288	changed	287
2164	changing	84
1763	channel	56
3788	chapter	106
644	charge	533
5635	charged	146
1190	charging	37
1643	charles	117
2367	charlotte	37
3424	chart	25
3653	charter	40
1799	chartered	59
4385	chase	86
1992	cheap	51
3234	cheaper	67
5844	check	66
850	chemical	335
4395	chemlawn	25
2844	chicago	696
2703	chief	759
4887	child	38
4668	chile	57
1364	china	291
5692	chinese	106
4680	chip	104
4875	chirac	28
687	choice	107
3491	choke	20
3681	choose	35
288	chosen	45
5009	chris	21
3213	christian	48
4334	chrysler	125
3590	cie	43
3266	cif	44
4864	cigarette	20
3988	cincinnati	67
3564	circle	36
5138	circuit	60
2893	circulated	28
3227	circulation	69
1982	circumstance	99
3160	cite	20
966	cited	234
5146	citibank	68
5901	citicorp	100
3825	citing	85
5764	citizen	56
4435	citrus	28
2949	city	514
4314	civil	72
772	claim	216
4257	claimed	46
3358	claiming	28
5429	clara	31
4362	clarification	22
1913	clarify	24
5288	clark	22
5074	clash	26
4707	class	238
1959	classified	25
1845	clause	34
5920	clayton	102
5541	clear	264
1242	clearance	24
1990	cleared	47
2252	clearing	78
4150	clearly	107
5165	clercq	20
726	cleveland	96
4924	client	94
5945	climate	55
2171	climb	35
5929	climbed	53
3833	clinical	54
4289	close	844
332	closed	443
4734	closely	111
725	closer	57
4531	closing	302
2257	closure	55
4565	clothing	26
3	club	88
1637	cmb	23
4782	cme	32
1599	co	87
2888	co-lead	50
5164	co-managed	62
53	co-managers	30
4346	coal	111
19	coalition	58
1915	coarse	22
3517	coast	130
4354	coastal	46
5948	coca-cola	25
5584	cocoa	97
3826	coconut	27
4965	code	66
3168	coffee	194
1812	coin	32
5304	coincide	28
3243	cold	78
1574	collapse	98
2394	collapsed	26
4756	collateral	34
655	colleague	32
1649	collect	22
3736	collection	20
437	collective	27
1943	colo	96
4792	colombia	71
2471	colombian	25
4394	colombo	25
2370	color	24
4688	colorado	57
5644	columbia	130
4797	columbus	54
4272	combat	41
1239	combination	125
2079	combine	43
1457	combined	361
3584	combining	25
2559	come	552
1220	comex	32
4785	comfortable	26
5238	cominco	26
3560	coming	237
5867	command	36
2610	comment	660
2745	commented	62
4962	commenting	86
2840	commerce	300
4628	commercial	734
1746	commerical	21
1560	commerzbank	33
5374	commission	1278
4309	commissioner	84
1924	commitment	307
1821	committed	132
4320	committee	704
513	commodity	417
1710	common	1605
1303	commonwealth	41
3461	communication	291
4508	communique	59
